,datetime,LOWER_TWIN_LAKE_NR_BRIDGEPORT__CA.
148,2011-06-29,11931.680666666667
149,2011-06-30,11971.775333333333
150,2011-07-01,12011.869999999999
151,2011-07-02,12000.877419354838
152,2011-07-03,11989.884838709677
153,2011-07-04,11978.892258064516
154,2011-07-05,11967.899677419355
155,2011-07-06,11956.907096774194
156,2011-07-07,11945.914516129033
157,2011-07-08,11934.921935483871
158,2011-07-09,11923.92935483871
159,2011-07-10,11912.93677419355
160,2011-07-11,11901.944193548386
161,2011-07-12,11890.951612903225
162,2011-07-13,11879.959032258064
163,2011-07-14,11868.966451612903
164,2011-07-15,11857.97387096774
165,2011-07-16,11846.981290322581
166,2011-07-17,11835.98870967742
167,2011-07-18,11824.996129032259
168,2011-07-19,11814.003548387096
169,2011-07-20,11803.010967741935
170,2011-07-21,11792.018387096774
171,2011-07-22,11781.025806451613
172,2011-07-23,11770.033225806452
173,2011-07-24,11759.04064516129
174,2011-07-25,11748.04806451613
175,2011-07-26,11737.055483870969
176,2011-07-27,11726.062903225808
177,2011-07-28,11715.070322580646
178,2011-07-29,11704.077741935485
179,2011-07-30,11693.085161290324
180,2011-07-31,11682.092580645161
181,2011-08-01,11671.1
182,2011-08-02,11662.955625
183,2011-08-03,11654.81125
184,2011-08-04,11646.666874999999
185,2011-08-05,11638.5225
186,2011-08-06,11630.378125
187,2011-08-07,11622.23375
188,2011-08-08,11614.089375
189,2011-08-09,11605.945
190,2011-08-10,11597.800625
191,2011-08-11,11589.65625
192,2011-08-12,11581.511875
193,2011-08-13,11573.3675
194,2011-08-14,11565.223125
195,2011-08-15,11557.07875
196,2011-08-16,11548.934375
197,2011-08-17,11540.79
198,2011-08-18,11532.645625000001
199,2011-08-19,11524.501250000001
200,2011-08-20,11516.356875
201,2011-08-21,11508.2125
202,2011-08-22,11500.068125
203,2011-08-23,11491.92375
204,2011-08-24,11483.779375
205,2011-08-25,11475.635
206,2011-08-26,11467.490624999999
207,2011-08-27,11459.346249999999
208,2011-08-28,11451.201874999999
209,2011-08-29,11443.057499999999
210,2011-08-30,11434.913125
211,2011-08-31,11426.76875
212,2011-09-01,11418.624375
213,2011-09-02,11410.48
214,2011-09-03,11410.803225806452
215,2011-09-04,11411.126451612903
216,2011-09-05,11411.449677419354
217,2011-09-06,11411.772903225807
218,2011-09-07,11412.09612903226
219,2011-09-08,11412.419354838708
220,2011-09-09,11412.742580645161
221,2011-09-10,11413.065806451614
222,2011-09-11,11413.389032258065
223,2011-09-12,11413.712258064515
224,2011-09-13,11414.035483870968
225,2011-09-14,11414.358709677419
226,2011-09-15,11414.68193548387
227,2011-09-16,11415.005161290323
228,2011-09-17,11415.328387096775
229,2011-09-18,11415.651612903224
230,2011-09-19,11415.974838709677
231,2011-09-20,11416.29806451613
232,2011-09-21,11416.62129032258
233,2011-09-22,11416.944516129031
234,2011-09-23,11417.267741935484
235,2011-09-24,11417.590967741935
236,2011-09-25,11417.914193548386
237,2011-09-26,11418.237419354838
238,2011-09-27,11418.560645161291
239,2011-09-28,11418.88387096774
240,2011-09-29,11419.207096774193
241,2011-09-30,11419.530322580646
242,2011-10-01,11419.853548387096
243,2011-10-02,11420.176774193547
244,2011-10-03,11420.5
245,2011-10-04,11420.500344827586
246,2011-10-05,11420.500689655171
247,2011-10-06,11420.501034482759
248,2011-10-07,11420.501379310344
249,2011-10-08,11420.501724137932
250,2011-10-09,11420.502068965518
251,2011-10-10,11420.502413793103
252,2011-10-11,11420.502758620689
253,2011-10-12,11420.503103448276
254,2011-10-13,11420.503448275862
255,2011-10-14,11420.50379310345
256,2011-10-15,11420.504137931035
257,2011-10-16,11420.50448275862
258,2011-10-17,11420.504827586206
259,2011-10-18,11420.505172413792
260,2011-10-19,11420.50551724138
261,2011-10-20,11420.505862068967
262,2011-10-21,11420.506206896553
263,2011-10-22,11420.506551724138
264,2011-10-23,11420.506896551724
265,2011-10-24,11420.50724137931
266,2011-10-25,11420.507586206897
267,2011-10-26,11420.507931034483
268,2011-10-27,11420.50827586207
269,2011-10-28,11420.508620689656
270,2011-10-29,11420.508965517241
271,2011-10-30,11420.509310344827
272,2011-10-31,11420.509655172413
273,2011-11-01,11420.51
274,2011-11-02,11420.509333333333
275,2011-11-03,11420.508666666667
276,2011-11-04,11420.508
277,2011-11-05,11420.507333333335
278,2011-11-06,11420.506666666668
279,2011-11-07,11420.506000000001
280,2011-11-08,11420.505333333334
281,2011-11-09,11420.504666666668
282,2011-11-10,11420.504
283,2011-11-11,11420.503333333334
284,2011-11-12,11420.502666666667
285,2011-11-13,11420.502
286,2011-11-14,11420.501333333334
287,2011-11-15,11420.500666666667
288,2011-11-16,11420.5
289,2011-11-17,11420.499333333333
290,2011-11-18,11420.498666666666
291,2011-11-19,11420.498
292,2011-11-20,11420.497333333333
293,2011-11-21,11420.496666666666
294,2011-11-22,11420.496
295,2011-11-23,11420.495333333332
296,2011-11-24,11420.494666666666
297,2011-11-25,11420.493999999999
298,2011-11-26,11420.493333333332
299,2011-11-27,11420.492666666665
300,2011-11-28,11420.492
301,2011-11-29,11420.491333333333
302,2011-11-30,11420.490666666667
303,2011-12-01,11420.49
304,2011-12-02,11421.181379310345
305,2011-12-03,11421.87275862069
306,2011-12-04,11422.564137931033
307,2011-12-05,11423.255517241378
308,2011-12-06,11423.946896551723
309,2011-12-07,11424.638275862068
310,2011-12-08,11425.329655172412
311,2011-12-09,11426.02103448276
312,2011-12-10,11426.712413793102
313,2011-12-11,11427.403793103447
314,2011-12-12,11428.095172413792
315,2011-12-13,11428.786551724137
316,2011-12-14,11429.477931034482
317,2011-12-15,11430.169310344827
318,2011-12-16,11430.860689655172
319,2011-12-17,11431.552068965517
320,2011-12-18,11432.243448275862
321,2011-12-19,11432.934827586207
322,2011-12-20,11433.626206896552
323,2011-12-21,11434.317586206897
324,2011-12-22,11435.008965517241
325,2011-12-23,11435.700344827586
326,2011-12-24,11436.391724137931
327,2011-12-25,11437.083103448276
328,2011-12-26,11437.774482758621
329,2011-12-27,11438.465862068966
330,2011-12-28,11439.157241379311
331,2011-12-29,11439.848620689656
332,2011-12-30,11440.54
333,2011-12-31,11439.967714285714
334,2012-01-01,11439.395428571428
335,2012-01-02,11438.823142857143
336,2012-01-03,11438.250857142857
337,2012-01-04,11437.678571428572
338,2012-01-05,11437.106285714286
339,2012-01-06,11436.534
340,2012-01-07,11435.961714285713
341,2012-01-08,11435.389428571429
342,2012-01-09,11434.817142857144
343,2012-01-10,11434.244857142858
344,2012-01-11,11433.672571428571
345,2012-01-12,11433.100285714285
346,2012-01-13,11432.528
347,2012-01-14,11431.955714285716
348,2012-01-15,11431.38342857143
349,2012-01-16,11430.811142857143
350,2012-01-17,11430.238857142856
351,2012-01-18,11429.66657142857
352,2012-01-19,11429.094285714285
353,2012-01-20,11428.522
354,2012-01-21,11427.949714285714
355,2012-01-22,11427.377428571428
356,2012-01-23,11426.805142857143
357,2012-01-24,11426.232857142857
358,2012-01-25,11425.660571428572
359,2012-01-26,11425.088285714286
360,2012-01-27,11424.516
361,2012-01-28,11423.943714285715
362,2012-01-29,11423.371428571429
363,2012-01-30,11422.799142857144
364,2012-01-31,11422.226857142858
365,2012-02-01,11421.654571428571
366,2012-02-02,11421.082285714285
367,2012-02-03,11420.51
368,2012-02-04,11419.793214285715
369,2012-02-05,11419.076428571429
370,2012-02-06,11418.359642857144
371,2012-02-07,11417.642857142857
372,2012-02-08,11416.926071428572
373,2012-02-09,11416.209285714285
374,2012-02-10,11415.4925
375,2012-02-11,11414.775714285715
376,2012-02-12,11414.058928571429
377,2012-02-13,11413.342142857142
378,2012-02-14,11412.625357142857
379,2012-02-15,11411.908571428572
380,2012-02-16,11411.191785714285
381,2012-02-17,11410.475
382,2012-02-18,11409.758214285714
383,2012-02-19,11409.041428571429
384,2012-02-20,11408.324642857144
385,2012-02-21,11407.607857142857
386,2012-02-22,11406.89107142857
387,2012-02-23,11406.174285714285
388,2012-02-24,11405.4575
389,2012-02-25,11404.740714285716
390,2012-02-26,11404.023928571427
391,2012-02-27,11403.307142857142
392,2012-02-28,11402.590357142857
393,2012-02-29,11401.873571428572
394,2012-03-01,11401.156785714284
395,2012-03-02,11400.439999999999
396,2012-03-03,11400.4404
397,2012-03-04,11400.4408
398,2012-03-05,11400.4412
399,2012-03-06,11400.441599999998
400,2012-03-07,11400.442
401,2012-03-08,11400.4424
402,2012-03-09,11400.4428
403,2012-03-10,11400.4432
404,2012-03-11,11400.443599999999
405,2012-03-12,11400.444
406,2012-03-13,11400.4444
407,2012-03-14,11400.4448
408,2012-03-15,11400.4452
409,2012-03-16,11400.4456
410,2012-03-17,11400.446
411,2012-03-18,11400.4464
412,2012-03-19,11400.4468
413,2012-03-20,11400.447199999999
414,2012-03-21,11400.4476
415,2012-03-22,11400.448
416,2012-03-23,11400.448400000001
417,2012-03-24,11400.4488
418,2012-03-25,11400.4492
419,2012-03-26,11400.4496
420,2012-03-27,11400.45
421,2012-03-28,11415.055714285714
422,2012-03-29,11429.661428571428
423,2012-03-30,11444.267142857141
424,2012-03-31,11458.872857142858
425,2012-04-01,11473.478571428572
426,2012-04-02,11488.084285714285
427,2012-04-03,11502.689999999999
428,2012-04-04,11517.295714285714
429,2012-04-05,11531.90142857143
430,2012-04-06,11546.507142857143
431,2012-04-07,11561.112857142856
432,2012-04-08,11575.718571428572
433,2012-04-09,11590.324285714287
434,2012-04-10,11604.93
435,2012-04-11,11619.535714285714
436,2012-04-12,11634.141428571427
437,2012-04-13,11648.747142857143
438,2012-04-14,11663.352857142858
439,2012-04-15,11677.958571428571
440,2012-04-16,11692.564285714285
441,2012-04-17,11707.17
442,2012-04-18,11721.775714285714
443,2012-04-19,11736.381428571429
444,2012-04-20,11750.987142857142
445,2012-04-21,11765.592857142858
446,2012-04-22,11780.198571428571
447,2012-04-23,11794.804285714286
448,2012-04-24,11809.41
449,2012-04-25,11824.015714285713
450,2012-04-26,11838.621428571427
451,2012-04-27,11853.227142857142
452,2012-04-28,11867.832857142857
453,2012-04-29,11882.43857142857
454,2012-04-30,11897.044285714284
455,2012-05-01,11911.65
456,2012-05-02,11903.700689655172
457,2012-05-03,11895.751379310344
458,2012-05-04,11887.802068965517
459,2012-05-05,11879.85275862069
460,2012-05-06,11871.903448275862
461,2012-05-07,11863.954137931034
462,2012-05-08,11856.004827586206
463,2012-05-09,11848.055517241379
464,2012-05-10,11840.106206896551
465,2012-05-11,11832.156896551725
466,2012-05-12,11824.207586206896
467,2012-05-13,11816.25827586207
468,2012-05-14,11808.30896551724
469,2012-05-15,11800.359655172415
470,2012-05-16,11792.410344827586
471,2012-05-17,11784.46103448276
472,2012-05-18,11776.51172413793
473,2012-05-19,11768.562413793104
474,2012-05-20,11760.613103448275
475,2012-05-21,11752.66379310345
476,2012-05-22,11744.71448275862
477,2012-05-23,11736.765172413794
478,2012-05-24,11728.815862068965
479,2012-05-25,11720.866551724139
480,2012-05-26,11712.91724137931
481,2012-05-27,11704.967931034484
482,2012-05-28,11697.018620689654
483,2012-05-29,11689.069310344828
484,2012-05-30,11681.119999999999
485,2012-05-31,11673.3828125
486,2012-06-01,11665.645625000001
487,2012-06-02,11657.9084375
488,2012-06-03,11650.17125
489,2012-06-04,11642.4340625
490,2012-06-05,11634.696875
491,2012-06-06,11626.959687499999
492,2012-06-07,11619.2225
493,2012-06-08,11611.4853125
494,2012-06-09,11603.748125
495,2012-06-10,11596.0109375
496,2012-06-11,11588.27375
497,2012-06-12,11580.5365625
498,2012-06-13,11572.799374999999
499,2012-06-14,11565.0621875
500,2012-06-15,11557.325
501,2012-06-16,11549.5878125
502,2012-06-17,11541.850625
503,2012-06-18,11534.1134375
504,2012-06-19,11526.37625
505,2012-06-20,11518.639062499999
506,2012-06-21,11510.901875
507,2012-06-22,11503.1646875
508,2012-06-23,11495.4275
509,2012-06-24,11487.690312499999
510,2012-06-25,11479.953125
511,2012-06-26,11472.215937500001
512,2012-06-27,11464.47875
513,2012-06-28,11456.7415625
514,2012-06-29,11449.004375
515,2012-06-30,11441.2671875
516,2012-07-01,11433.529999999999
517,2012-07-02,11355.647931034482
518,2012-07-03,11277.765862068965
519,2012-07-04,11199.883793103449
520,2012-07-05,11122.00172413793
521,2012-07-06,11044.119655172413
522,2012-07-07,10966.237586206897
523,2012-07-08,10888.35551724138
524,2012-07-09,10810.473448275861
525,2012-07-10,10732.591379310345
526,2012-07-11,10654.709310344828
527,2012-07-12,10576.82724137931
528,2012-07-13,10498.945172413793
529,2012-07-14,10421.063103448276
530,2012-07-15,10343.181034482759
531,2012-07-16,10265.29896551724
532,2012-07-17,10187.416896551724
533,2012-07-18,10109.534827586207
534,2012-07-19,10031.65275862069
535,2012-07-20,9953.770689655172
536,2012-07-21,9875.888620689655
537,2012-07-22,9798.006551724138
538,2012-07-23,9720.12448275862
539,2012-07-24,9642.242413793103
540,2012-07-25,9564.360344827586
541,2012-07-26,9486.478275862068
542,2012-07-27,9408.596206896551
543,2012-07-28,9330.714137931034
544,2012-07-29,9252.832068965517
545,2012-07-30,9174.95
546,2012-07-31,9164.621212121212
547,2012-08-01,9154.292424242423
548,2012-08-02,9143.963636363636
549,2012-08-03,9133.634848484848
550,2012-08-04,9123.30606060606
551,2012-08-05,9112.977272727272
552,2012-08-06,9102.648484848485
553,2012-08-07,9092.319696969696
554,2012-08-08,9081.99090909091
555,2012-08-09,9071.66212121212
556,2012-08-10,9061.333333333334
557,2012-08-11,9051.004545454545
558,2012-08-12,9040.675757575758
559,2012-08-13,9030.34696969697
560,2012-08-14,9020.018181818183
561,2012-08-15,9009.689393939394
562,2012-08-16,8999.360606060605
563,2012-08-17,8989.031818181818
564,2012-08-18,8978.703030303031
565,2012-08-19,8968.374242424243
566,2012-08-20,8958.045454545454
567,2012-08-21,8947.716666666667
568,2012-08-22,8937.387878787878
569,2012-08-23,8927.059090909092
570,2012-08-24,8916.730303030303
571,2012-08-25,8906.401515151516
572,2012-08-26,8896.072727272727
573,2012-08-27,8885.74393939394
574,2012-08-28,8875.415151515152
575,2012-08-29,8865.086363636365
576,2012-08-30,8854.757575757576
577,2012-08-31,8844.428787878789
578,2012-09-01,8834.1
579,2012-09-02,8822.346551724138
580,2012-09-03,8810.593103448276
581,2012-09-04,8798.839655172414
582,2012-09-05,8787.086206896553
583,2012-09-06,8775.33275862069
584,2012-09-07,8763.579310344829
585,2012-09-08,8751.825862068967
586,2012-09-09,8740.072413793103
587,2012-09-10,8728.318965517241
588,2012-09-11,8716.565517241379
589,2012-09-12,8704.812068965517
590,2012-09-13,8693.058620689655
591,2012-09-14,8681.305172413793
592,2012-09-15,8669.551724137931
593,2012-09-16,8657.79827586207
594,2012-09-17,8646.044827586207
595,2012-09-18,8634.291379310345
596,2012-09-19,8622.537931034483
597,2012-09-20,8610.784482758621
598,2012-09-21,8599.03103448276
599,2012-09-22,8587.277586206897
600,2012-09-23,8575.524137931034
601,2012-09-24,8563.770689655172
602,2012-09-25,8552.01724137931
603,2012-09-26,8540.263793103448
604,2012-09-27,8528.510344827586
605,2012-09-28,8516.756896551724
606,2012-09-29,8505.003448275862
607,2012-09-30,8493.25
608,2012-10-01,8493.25
609,2012-10-02,8493.25
610,2012-10-03,8493.25
611,2012-10-04,8493.25
612,2012-10-05,8493.25
613,2012-10-06,8493.25
614,2012-10-07,8493.25
615,2012-10-08,8493.25
616,2012-10-09,8493.25
617,2012-10-10,8493.25
618,2012-10-11,8493.25
619,2012-10-12,8493.25
620,2012-10-13,8493.25
621,2012-10-14,8493.25
622,2012-10-15,8493.25
623,2012-10-16,8493.25
624,2012-10-17,8493.25
625,2012-10-18,8493.25
626,2012-10-19,8493.25
627,2012-10-20,8493.25
628,2012-10-21,8493.25
629,2012-10-22,8493.25
630,2012-10-23,8493.25
631,2012-10-24,8493.25
632,2012-10-25,8493.25
633,2012-10-26,8493.25
634,2012-10-27,8493.25
635,2012-10-28,8493.25
636,2012-10-29,8493.25
637,2012-10-30,8493.25
638,2012-10-31,8493.25
639,2012-11-01,8493.25
640,2012-11-02,8493.25
641,2012-11-03,8493.25
642,2012-11-04,8509.540625
643,2012-11-05,8525.83125
644,2012-11-06,8542.121875
645,2012-11-07,8558.4125
646,2012-11-08,8574.703125
647,2012-11-09,8590.99375
648,2012-11-10,8607.284375
649,2012-11-11,8623.575
650,2012-11-12,8639.865625
651,2012-11-13,8656.15625
652,2012-11-14,8672.446875
653,2012-11-15,8688.7375
654,2012-11-16,8705.028125
655,2012-11-17,8721.31875
656,2012-11-18,8737.609375
657,2012-11-19,8753.9
658,2012-11-20,8770.190625
659,2012-11-21,8786.48125
660,2012-11-22,8802.771875
661,2012-11-23,8819.0625
662,2012-11-24,8835.353125000001
663,2012-11-25,8851.64375
664,2012-11-26,8867.934375
665,2012-11-27,8884.225
666,2012-11-28,8900.515625
667,2012-11-29,8916.806250000001
668,2012-11-30,8933.096875
669,2012-12-01,8949.3875
670,2012-12-02,8965.678125
671,2012-12-03,8981.96875
672,2012-12-04,8998.259375000001
673,2012-12-05,9014.55
674,2012-12-06,9046.057499999999
675,2012-12-07,9077.565
676,2012-12-08,9109.0725
677,2012-12-09,9140.58
678,2012-12-10,9172.0875
679,2012-12-11,9203.595000000001
680,2012-12-12,9235.1025
681,2012-12-13,9266.61
682,2012-12-14,9298.1175
683,2012-12-15,9329.625
684,2012-12-16,9361.1325
685,2012-12-17,9392.64
686,2012-12-18,9424.1475
687,2012-12-19,9455.655
688,2012-12-20,9487.1625
689,2012-12-21,9518.67
690,2012-12-22,9550.1775
691,2012-12-23,9581.685
692,2012-12-24,9613.192500000001
693,2012-12-25,9644.7
694,2012-12-26,9676.2075
695,2012-12-27,9707.715
696,2012-12-28,9739.2225
697,2012-12-29,9770.73
698,2012-12-30,9802.237500000001
699,2012-12-31,9833.744999999999
700,2013-01-01,9865.2525
701,2013-01-02,9896.76
702,2013-01-03,9916.809655172414
703,2013-01-04,9936.859310344827
704,2013-01-05,9956.908965517243
705,2013-01-06,9976.958620689657
706,2013-01-07,9997.00827586207
707,2013-01-08,10017.057931034484
708,2013-01-09,10037.107586206897
709,2013-01-10,10057.157241379311
710,2013-01-11,10077.206896551725
711,2013-01-12,10097.256551724138
712,2013-01-13,10117.306206896552
713,2013-01-14,10137.355862068966
714,2013-01-15,10157.40551724138
715,2013-01-16,10177.455172413793
716,2013-01-17,10197.504827586206
717,2013-01-18,10217.55448275862
718,2013-01-19,10237.604137931034
719,2013-01-20,10257.653793103447
720,2013-01-21,10277.70344827586
721,2013-01-22,10297.753103448274
722,2013-01-23,10317.80275862069
723,2013-01-24,10337.852413793104
724,2013-01-25,10357.902068965517
725,2013-01-26,10377.95172413793
726,2013-01-27,10398.001379310344
727,2013-01-28,10418.051034482758
728,2013-01-29,10438.100689655173
729,2013-01-30,10458.150344827587
730,2013-01-31,10478.2
731,2013-02-01,10492.878928571428
732,2013-02-02,10507.557857142858
733,2013-02-03,10522.236785714285
734,2013-02-04,10536.915714285715
735,2013-02-05,10551.594642857142
736,2013-02-06,10566.273571428572
737,2013-02-07,10580.9525
738,2013-02-08,10595.631428571429
739,2013-02-09,10610.310357142856
740,2013-02-10,10624.989285714286
741,2013-02-11,10639.668214285713
742,2013-02-12,10654.347142857143
743,2013-02-13,10669.02607142857
744,2013-02-14,10683.705
745,2013-02-15,10698.38392857143
746,2013-02-16,10713.062857142857
747,2013-02-17,10727.741785714286
748,2013-02-18,10742.420714285714
749,2013-02-19,10757.099642857143
750,2013-02-20,10771.778571428571
751,2013-02-21,10786.4575
752,2013-02-22,10801.136428571428
753,2013-02-23,10815.815357142857
754,2013-02-24,10830.494285714285
755,2013-02-25,10845.173214285714
756,2013-02-26,10859.852142857142
757,2013-02-27,10874.531071428572
758,2013-02-28,10889.21
759,2013-03-01,10905.720882352942
760,2013-03-02,10922.231764705883
761,2013-03-03,10938.742647058823
762,2013-03-04,10955.253529411766
763,2013-03-05,10971.764411764707
764,2013-03-06,10988.275294117648
765,2013-03-07,11004.786176470589
766,2013-03-08,11021.29705882353
767,2013-03-09,11037.80794117647
768,2013-03-10,11054.318823529411
769,2013-03-11,11070.829705882352
770,2013-03-12,11087.340588235294
771,2013-03-13,11103.851470588235
772,2013-03-14,11120.362352941176
773,2013-03-15,11136.873235294119
774,2013-03-16,11153.38411764706
775,2013-03-17,11169.895
776,2013-03-18,11186.405882352941
777,2013-03-19,11202.916764705882
778,2013-03-20,11219.427647058823
779,2013-03-21,11235.938529411764
780,2013-03-22,11252.449411764706
781,2013-03-23,11268.960294117647
782,2013-03-24,11285.471176470588
783,2013-03-25,11301.98205882353
784,2013-03-26,11318.492941176472
785,2013-03-27,11335.003823529412
786,2013-03-28,11351.514705882353
787,2013-03-29,11368.025588235294
788,2013-03-30,11384.536470588235
789,2013-03-31,11401.047352941176
790,2013-04-01,11417.558235294116
791,2013-04-02,11434.06911764706
792,2013-04-03,11450.58
793,2013-04-04,11457.3956
794,2013-04-05,11464.211200000002
795,2013-04-06,11471.0268
796,2013-04-07,11477.8424
797,2013-04-08,11484.658
798,2013-04-09,11491.473600000001
799,2013-04-10,11498.2892
800,2013-04-11,11505.104800000001
801,2013-04-12,11511.920399999999
802,2013-04-13,11518.736
803,2013-04-14,11525.5516
804,2013-04-15,11532.3672
805,2013-04-16,11539.182799999999
806,2013-04-17,11545.9984
807,2013-04-18,11552.814
808,2013-04-19,11559.6296
809,2013-04-20,11566.4452
810,2013-04-21,11573.2608
811,2013-04-22,11580.0764
812,2013-04-23,11586.892
813,2013-04-24,11593.707600000002
814,2013-04-25,11600.5232
815,2013-04-26,11607.3388
816,2013-04-27,11614.1544
817,2013-04-28,11620.970000000001
818,2013-04-29,11625.623571428572
819,2013-04-30,11630.277142857143
820,2013-05-01,11634.930714285714
821,2013-05-02,11639.584285714285
822,2013-05-03,11644.237857142856
823,2013-05-04,11648.891428571429
824,2013-05-05,11653.545
825,2013-05-06,11658.198571428571
826,2013-05-07,11662.852142857144
827,2013-05-08,11667.505714285715
828,2013-05-09,11672.159285714286
829,2013-05-10,11676.812857142857
830,2013-05-11,11681.466428571428
831,2013-05-12,11686.12
832,2013-05-13,11690.773571428572
833,2013-05-14,11695.427142857145
834,2013-05-15,11700.080714285716
835,2013-05-16,11704.734285714287
836,2013-05-17,11709.387857142858
837,2013-05-18,11714.041428571429
838,2013-05-19,11718.695
839,2013-05-20,11723.34857142857
840,2013-05-21,11728.002142857144
841,2013-05-22,11732.655714285715
842,2013-05-23,11737.309285714286
843,2013-05-24,11741.962857142858
844,2013-05-25,11746.61642857143
845,2013-05-26,11751.27
846,2013-05-27,11755.725
847,2013-05-28,11760.18
848,2013-05-29,11764.635
849,2013-05-30,11769.09
850,2013-05-31,11773.545000000002
851,2013-06-01,11778.0
852,2013-06-02,11782.455000000002
853,2013-06-03,11786.91
